Ch1,Ch2,Ch3,Ch4,label
0,6,23,2,1
106,6,16,2,1
30,6,0,2,1
229,6,8,2,1
132,6,27,2,1
29,6,0,2,1
141,6,2,2,1
142,6,0,2,1
31,6,17,2,1
99,6,17,2,1
1,6,0,2,1
73,6,27,2,1
11,6,13,2,1
61,6,22,2,1
26,6,95,2,1
3,6,1,2,1
51,6,161,1,1
11,6,12,2,1
112,6,29,2,1
262,6,1,2,1
34,6,12,2,1
44,6,0,2,1
3,6,13,2,1
52,6,0,2,1
19,6,0,2,1
89,6,21,2,1
1,6,43,2,1
40,6,67,2,1
113,6,91,2,1
136,6,74,2,1
36,6,0,2,1
34,6,25,2,1
36,7,11,2,1
116,6,11,2,1
43,6,2,2,1
4,6,1,2,1
66,6,0,2,1
128,6,0,2,1
61,6,0,2,1
95,6,0,2,1
22,6,0,2,1
141,6,123,2,1
42,6,78,2,1
33,6,69,2,1
170,6,158,2,1
64,6,0,2,1
21,6,35,2,1
73,6,23,2,1
76,6,29,2,1
81,6,2,2,1
30,6,4,2,1
135,6,8,2,1
26,6,0,2,1
55,6,0,2,1
34,6,0,2,1
172,6,0,2,1
65,6,1,2,1
81,6,0,2,1
48,6,14,2,1
143,6,62,2,1
102,6,51,2,1
24,6,58,2,1
101,6,97,2,1
27,6,72,2,1
0,6,143,2,1
103,6,47,2,1
21,6,124,2,1
125,6,65,2,1
17,6,28,2,1
52,6,0,2,1
17,6,79,2,1
63,6,0,2,1
194,6,120,2,1
73,6,77,2,1
142,6,41,2,1
1,6,114,2,1
50,6,76,2,1
114,6,253,2,1
0,6,5,2,1
78,6,379,2,1
36,6,141,2,1
125,6,201,2,1
140,6,243,2,1
48,6,121,2,1
85,6,183,2,1
66,6,45,2,1
223,6,272,2,1
255,6,0,2,1
78,6,44,2,1
148,7,38,2,1
3,6,76,2,1
136,6,57,2,1
99,6,206,2,1
57,6,132,2,1
105,6,255,2,1
91,6,52,2,1
61,6,356,2,1
125,6,445,1,1
48,6,269,2,1
56,6,660,1,1
311,7,8,3,1
25,6,476,2,1
0,6,357,2,1
14,6,242,2,1
138,6,459,2,1
43,7,215,2,1
193,5,797,1,1
238,7,13,3,1
1,6,821,1,1
128,7,268,3,1
0,6,656,1,1
131,6,438,1,1
0,6,603,1,1
198,6,316,2,1
48,7,139,2,1
106,6,395,2,1
89,6,17,2,1
45,6,233,2,1
38,7,66,3,1
122,6,421,2,1
114,6,185,2,1
161,6,574,1,1
1,6,443,2,1
316,7,219,2,1
170,6,633,1,1
86,6,47,3,1
12,6,530,1,1
145,7,319,2,1
151,6,495,1,1
250,5,1023,1,1
66,7,203,3,1
77,14,1023,9,1
60,5,186,1,1
82,6,522,1,1
141,6,336,2,1
276,6,439,2,1
1,7,302,2,1
46,6,488,1,1
95,6,415,2,1
73,6,678,1,1
362,6,396,2,1
145,6,221,2,1
19,6,391,2,1
27,6,0,2,1
253,6,378,1,1
97,7,61,2,1
14,6,650,1,1
109,6,95,2,1
92,5,830,1,1
5,7,99,3,1
34,6,323,1,1
110,6,245,2,1
92,6,91,3,1
264,6,467,1,1
124,6,83,2,1
10,6,743,1,1
74,7,360,2,1
28,5,953,1,1
156,7,112,3,1
1,5,929,1,1
3,7,355,2,1
245,6,499,2,1
88,7,168,2,1
7,5,894,1,1
43,7,284,2,1
87,5,1023,0,1
225,8,101,3,1
260,6,736,1,1
303,6,379,2,1
151,6,472,2,1
68,6,438,2,1
76,7,488,2,1
185,6,503,2,1
22,6,793,1,1
41,6,614,2,1
151,7,251,2,1
27,7,182,2,1
114,6,344,2,1
119,6,0,2,1
35,6,47,2,1
51,6,388,2,1
8,6,301,1,1
3,6,445,1,1
58,6,758,1,1
120,6,468,2,1
43,6,639,1,1
13,7,33,3,1
225,6,350,1,1
167,6,300,2,1
164,6,817,1,1
3,7,57,3,1
151,5,877,1,1
33,6,598,2,1
89,5,981,1,1
411,7,14,3,1
208,7,116,2,1
194,6,58,2,1
535,5,26,1,1
131,6,118,2,1
213,6,147,2,1
319,6,385,1,1
34,7,24,2,1
163,6,104,2,1
211,6,4,2,1
290,6,105,2,1
246,6,603,1,1
507,7,195,3,1
156,6,397,2,1
397,6,569,1,1
336,7,438,2,1
451,7,236,3,1
55,6,536,1,1
113,7,111,3,1
26,6,14,2,1
46,6,488,1,1
241,7,0,2,1
116,6,238,2,1
45,6,394,2,1
13,6,79,2,1
76,5,712,1,1
133,7,183,3,1
40,6,874,1,1
104,7,588,3,1
305,5,965,0,1
140,6,1023,1,1
39,7,741,2,1
74,7,107,3,1
294,6,153,2,1
69,6,241,2,1
31,6,453,1,1
24,6,172,2,1
24,21,1023,17,1
71,5,999,1,1
205,5,844,1,1
27,7,284,2,1
0,21,1023,17,1
18,6,785,2,1
265,8,928,3,1
149,5,917,0,1
0,5,705,1,1
87,14,1023,11,1
394,5,58,1,1
141,4,403,0,1
111,5,601,1,1
59,7,61,2,1
122,6,160,2,1
11,5,976,0,1
91,7,658,2,1
155,13,926,8,1
75,15,1023,11,1
260,7,84,4,1
86,5,936,0,1
98,6,421,2,1
116,8,1023,5,1
111,5,210,0,1
7,22,1023,18,1
137,7,636,2,1
48,13,1023,8,1
169,5,441,1,1
144,17,1023,13,1
133,8,1023,4,1
26,10,500,127,1
67,5,879,15,1
196,6,985,4,1
210,8,1023,6,1
191,6,253,21,1
107,14,1023,26,1
144,6,448,1,1
121,12,1023,8,1
106,7,129,3,1
276,17,1023,14,1
384,5,376,0,1
298,8,939,30,1
333,5,218,54,1
51,18,1023,26,1
100,5,115,0,1
6,19,1023,265,1
205,7,54,277,1
6,5,1023,200,1
47,9,1023,402,1
125,5,1023,877,1
309,8,109,322,1
150,6,484,335,1
56,6,336,472,1
164,7,441,405,1
214,6,282,350,1
34,22,1023,343,1
336,6,492,96,1
235,14,1023,661,1
70,1,1023,17,1
292,5,36,363,1
267,5,993,362,1
5,7,351,258,1
259,6,438,57,1
255,6,755,403,1
25,6,553,157,1
201,6,336,524,1
42,6,429,256,1
41,6,483,215,1
160,6,597,499,1
27,7,188,214,1
186,6,630,20,1
290,22,1023,124,1
172,6,953,206,1
327,5,565,260,1
294,5,967,215,1
191,6,739,259,1
45,13,279,935,1
318,16,1023,858,1
157,11,1023,506,1
306,10,505,446,1
251,10,1023,895,1
58,7,1023,269,1
341,8,311,617,1
39,5,649,84,1
15,5,685,155,1
20,7,232,150,1
139,6,308,10,1
55,6,658,52,1
65,6,365,296,1
79,7,55,88,1
116,6,455,263,1
76,6,280,634,1
24,6,143,212,1
227,6,347,261,1
266,7,609,561,1
268,5,400,95,1
225,6,374,407,1
486,6,108,222,1
446,6,23,103,1
610,5,802,647,1
754,4,1023,136,1
436,5,207,627,1
934,9,1023,1023,1
931,5,133,130,1
623,4,753,68,1
732,6,223,20,1
683,5,391,571,1
189,5,98,131,1
48,5,136,185,1
14,6,95,72,1
6,6,171,149,1
2,5,666,371,1
3,6,188,369,1
2,6,119,155,1
2,6,202,328,1
2,6,226,286,1
1,5,507,182,1
2,7,177,246,1
2,7,257,187,1
2,6,136,100,1
2,6,4,101,1
0,5,137,237,1
0,5,218,268,1
1,6,253,241,1
1,6,52,388,1
1,6,96,33,1
1,6,0,16,1
0,5,634,400,1
0,6,606,476,1
2,7,196,216,1
1,6,224,304,1
1,7,83,71,1
1,6,34,13,1
1,6,113,159,1
1,6,317,299,1
1,6,475,119,1
1,7,0,2,1
1,6,49,226,1
1,6,123,23,1
0,6,300,331,1
1,6,189,213,1
0,6,285,625,1
1,7,81,334,1
1,6,172,158,1
0,6,256,248,1
1,6,262,34,1
1,6,89,121,1
0,6,283,338,1
1,6,19,111,1
1,6,101,107,1
0,6,374,237,1
1,7,59,56,1
1,7,0,31,1
1,6,131,164,1
1,6,115,109,1
1,6,171,86,1
1,6,182,30,1
1,6,230,72,1
1,6,65,24,1
1,6,168,105,1
0,6,350,229,1
1,6,455,97,1
1,6,165,27,1
1,6,267,1,1
1,6,0,206,1
1,6,52,49,1
0,6,253,164,1
1,6,97,212,1
1,7,0,109,1
0,6,189,407,1
1,6,67,98,1
1,6,282,110,1
1,6,338,39,1
0,6,317,264,1
1,7,123,347,1
0,6,141,519,1
0,6,210,399,1
1,7,34,254,1
1,6,272,117,1
1,6,160,188,1
0,6,281,358,1
1,6,176,167,1
0,6,257,423,1
1,6,104,197,1
1,6,40,123,1
1,6,212,95,1
0,6,261,397,1
1,6,435,437,1
1,7,505,343,1
1,7,348,186,1
0,6,627,332,1
1,7,157,29,1
0,6,332,282,1
1,6,260,3,1
1,6,179,9,1
1,6,33,374,1
1,6,397,6,1
0,6,325,395,1
1,6,13,39,1
0,6,386,275,1
1,6,70,51,1
0,6,258,187,1
0,6,261,97,1
0,6,637,277,1
1,6,248,271,1
1,6,356,171,1
1,6,44,96,1
1,6,70,77,1
1,6,340,266,1
1,6,381,15,1
1,6,158,150,1
1,6,3,1,1
1,6,152,69,1
0,5,617,468,1
1,7,289,169,1
0,6,507,549,1
1,7,241,6,1
2,7,132,96,1
0,6,89,178,1
1,6,328,198,1
1,6,4,12,1
1,6,3,245,1
0,6,360,48,1
0,5,210,710,1
0,6,361,176,1
1,6,61,159,1
0,6,403,524,1
1,6,5,201,1
1,6,283,120,1
0,6,227,544,1
1,6,92,4,1
1,7,152,41,1
1,6,90,32,1
1,6,147,287,1
1,7,82,6,1
1,6,0,165,1
1,6,103,6,1
0,6,103,454,1
0,6,272,151,1
1,6,77,84,1
0,6,552,326,1
1,6,0,256,1
0,6,477,214,1
1,6,357,261,1
1,6,155,149,1
0,6,151,285,1
1,6,21,30,1
0,6,106,119,1
1,6,0,108,1
1,6,107,7,1
0,6,272,210,1
1,6,71,146,1
0,6,193,244,1
1,6,37,249,1
0,5,34,726,1
1,7,74,15,1
1,6,72,84,1
1,6,131,31,1
1,6,67,7,1
0,6,83,44,1
0,6,116,427,1
1,6,0,8,1
1,6,59,60,1
0,6,66,210,1
0,6,268,396,1
1,6,160,81,1
1,6,116,62,1
1,6,40,33,1
1,6,0,75,1
0,6,224,80,1
1,6,183,7,1
0,6,0,215,1
0,6,48,587,1
1,6,85,14,1
0,6,54,227,1
1,6,115,4,1
0,6,35,93,1
1,6,271,84,1
1,6,0,104,1
1,6,116,21,1
0,6,245,128,1
1,6,219,148,1
1,6,213,93,1
0,6,96,79,1
0,6,35,174,1
1,6,19,157,1
0,6,143,594,1
0,6,137,310,1
1,6,391,68,1
0,6,117,123,1
0,6,312,93,1
0,6,181,306,1
1,6,45,24,1
0,6,214,148,1
0,6,95,144,1
1,6,124,183,1
1,6,65,7,1
1,6,413,49,1
1,6,118,28,1
0,6,150,505,1
1,6,246,225,1
1,6,199,283,1
0,6,163,51,1
0,6,181,84,1
0,6,0,349,1
1,6,207,79,1
1,6,119,42,1
1,6,235,47,1
0,6,0,15,1
0,6,8,210,1
1,6,195,42,1
1,6,27,217,1
1,6,68,113,1
1,6,81,49,1
1,6,74,252,1
0,6,66,2,1
1,6,1,34,1
1,6,287,80,1
0,6,457,109,1
0,6,5,393,1
1,6,39,22,1
1,6,177,110,1
1,6,13,35,1
1,6,254,69,1
1,6,82,177,1
1,7,48,69,1
0,6,170,40,1
1,6,171,29,1
1,6,53,269,1
1,6,236,117,1
1,6,196,138,1
1,6,70,98,1
1,6,172,424,1
0,6,341,243,1
1,6,154,201,1
1,6,4,117,1
0,6,198,51,1
1,6,51,332,1
1,6,0,102,1
0,6,190,114,1
0,6,74,37,1
1,6,30,16,1
1,6,45,1,1
0,6,160,85,1
0,6,22,6,1
1,6,117,116,1
0,6,101,225,1
1,6,162,28,1
1,6,3,179,1
1,6,36,53,1
1,6,7,66,1
1,6,416,32,1
1,6,141,1,1
1,6,181,185,1
1,6,162,32,1
1,6,115,206,1
0,6,78,117,1
1,6,103,180,1
1,6,178,32,1
0,6,35,201,1
1,6,76,43,1
1,6,77,38,1
1,6,115,135,1
0,6,71,349,1
1,7,129,66,1
1,6,79,174,1
1,6,168,12,1
0,6,135,86,1
1,6,236,102,1
0,6,439,422,1
1,6,24,15,1
0,6,170,368,1
1,6,1,135,1
1,6,71,12,1
1,6,76,12,1
1,6,2,113,1
0,6,73,100,1
1,6,64,158,1
1,6,148,95,1
0,6,78,459,1
0,6,155,135,1
1,6,473,236,1
1,6,41,339,1
0,6,338,377,1
0,6,284,602,1
1,6,545,66,1
1,6,69,350,1
1,6,232,97,1
1,6,377,134,1
1,6,185,76,1
0,6,456,23,1
1,6,117,57,1
1,6,570,11,1
0,6,282,376,1
0,6,656,47,1
0,6,533,437,1
1,6,343,251,1
0,6,703,377,1
1,7,147,193,1
0,6,630,253,1
1,7,157,158,1
1,6,118,101,1
0,6,40,374,1
1,6,67,110,1
1,6,44,268,1
0,5,978,764,1
0,6,488,793,1
0,6,882,453,1
1,7,303,397,1
0,6,559,189,1
0,6,666,348,1
1,6,259,320,1
0,6,339,457,1
1,6,6,211,1
1,6,306,23,1
0,6,793,85,1
0,6,685,180,1
0,5,586,7,1
1,6,194,13,1
0,6,492,4,1
1,6,199,84,1
0,6,444,239,1
1,6,187,376,1
0,6,852,170,1
1,7,232,162,1
1,6,265,387,1
0,6,541,56,1
1,6,332,65,1
0,6,881,94,1
1,6,674,81,1
0,5,817,343,1
2,7,95,5,1
1,6,431,306,1
1,6,398,259,1
0,6,63,325,1
0,6,312,215,1
1,6,586,51,1
1,7,352,283,1
0,5,991,151,1
3,9,121,8,1
1,6,539,35,1
1,7,227,164,1
0,6,370,187,1
1,6,282,176,1
1,6,421,44,1
1,7,185,122,1
1,7,189,40,1
0,4,31,237,1
0,6,440,51,1
3,8,0,30,1
0,4,847,71,1
1,6,378,16,1
3,9,778,210,1
1,7,717,45,1
0,2,1023,291,1
0,5,603,43,1
7,13,1023,391,1
0,5,188,382,1
0,5,400,332,1
0,5,439,760,1
1,6,63,180,1
2,7,457,128,1
1,7,554,19,1
1,6,562,182,1
0,6,707,342,1
0,6,607,558,1
1,6,846,104,1
1,7,493,146,1
0,6,700,153,1
0,5,534,464,1
1,6,305,137,1
0,6,572,54,1
1,6,31,219,1
0,5,758,551,1
0,4,680,264,1
1,6,746,659,1
0,5,1023,6,1
1,7,4,275,1
0,5,920,39,1
2,7,242,189,1
0,6,528,250,1
1,7,262,513,1
0,5,846,5,1
0,6,285,518,1
1,6,553,122,1
10,15,1023,452,1
6,12,1023,320,1
1,6,555,458,1
0,1,1023,318,1
0,4,5,309,1
0,5,417,108,1
1,6,66,270,1
1,6,18,87,1
0,5,467,463,1
0,5,860,628,1
0,6,844,504,1
14,20,1023,636,1
0,5,831,212,1
0,5,279,525,1
0,5,953,145,1
5,10,160,873,1
7,13,1023,429,1
2,7,1023,712,1
0,5,201,359,1
0,6,363,308,1
0,6,496,409,1
0,6,40,571,1
1,7,1023,1023,1
0,6,510,528,1
7,12,856,783,1
0,5,1023,501,1
1,7,101,91,1
0,6,826,475,1
2,7,51,34,1
1,7,181,46,1
0,5,1000,49,1
1,7,451,148,1
0,6,831,212,1
0,6,391,287,1
0,6,524,266,1
0,4,1023,239,1
4,9,740,403,1
0,6,923,433,1
2,8,250,214,1
0,6,1023,233,1
0,5,646,558,1
9,15,1023,1023,1
0,5,323,91,1
11,17,1023,815,1
1,7,913,93,1
1,7,1023,853,1
0,6,170,616,1
12,18,1023,538,1
0,5,413,895,1
0,5,948,322,1
0,6,587,414,1
1,7,172,43,1
0,6,376,473,1
0,6,461,554,1
1,6,290,820,1
1,7,209,72,1
12,18,1023,595,1
0,5,756,318,1
0,5,787,682,1
1,7,240,164,1
1,6,529,42,1
1,7,107,256,1
2,9,1023,728,1
0,4,1023,571,1
1,7,773,762,1
0,5,636,169,1
0,5,719,693,1
0,6,931,847,1
0,5,211,426,1
0,5,695,19,1
0,6,475,411,1
0,6,24,479,1
0,5,413,751,1
1,7,180,154,1
1,6,225,234,1
0,7,51,396,1
1,7,88,3,1
0,6,56,469,1
0,6,790,266,1
0,6,809,72,1
0,5,909,247,1
0,5,888,134,1
1,7,249,25,1
0,6,355,185,1
1,6,134,181,1
0,6,186,374,1
1,6,405,62,1
1,6,311,135,1
0,6,159,610,1
1,7,428,116,1
0,6,409,10,1
1,6,102,326,1
1,6,136,315,1
1,7,82,63,1
1,6,11,8,1
0,6,175,243,1
0,6,549,40,1
0,6,65,537,1
0,6,222,358,1
1,6,173,134,1
1,6,278,235,1
0,6,374,560,1
0,6,346,551,1
1,7,149,70,1
1,6,74,134,1
1,6,181,18,1
1,6,43,34,1
0,6,118,415,1
1,6,49,28,1
1,6,74,245,1
0,6,447,149,1
0,6,267,521,1
0,6,191,137,1
1,6,27,113,1
0,6,220,247,1
1,6,70,139,1
1,6,92,50,1
1,6,4,200,1
1,6,93,104,1
1,6,112,161,1
1,6,0,3,1
1,6,39,49,1
1,6,140,43,1
0,6,50,91,1
1,6,35,164,1
1,6,155,84,1
1,6,143,99,1
1,6,227,73,1
0,6,62,144,1
0,6,19,303,1
1,6,14,58,1
1,6,2,144,1
0,6,181,282,1
0,6,12,206,1
0,6,183,428,1
1,6,7,322,1
1,7,109,9,1
0,6,1,191,1
1,6,4,55,1
0,6,87,123,1
1,6,11,50,1
1,6,147,31,1
1,6,3,123,1
1,6,68,46,1
1,6,206,135,1
0,6,354,309,1
1,6,135,31,1
1,6,290,121,1
0,6,220,319,1
1,6,47,10,1
0,6,297,443,1
1,6,72,15,1
1,6,12,7,1
0,6,0,132,1
1,6,144,61,1
1,6,169,151,1
0,7,39,168,1
1,6,95,18,1
0,6,187,436,1
1,6,152,391,1
1,7,69,11,1
1,6,67,161,1
1,6,154,178,1
1,6,21,10,1
1,6,247,127,1
0,6,435,206,1
1,6,28,54,1
1,6,37,144,1
0,6,427,376,1
0,5,683,403,1
1,6,443,128,1
0,5,667,309,1
1,7,54,54,1
0,6,244,326,1
1,6,0,19,1
0,6,168,174,1
1,6,111,221,1
1,6,135,42,1
0,6,202,72,1
1,6,203,35,1
1,6,39,9,1
1,6,278,70,1
0,6,109,194,1
0,6,281,143,1
1,6,222,209,1
0,6,222,270,1
1,6,57,54,1
0,6,163,352,1
1,6,241,216,1
0,6,148,375,1
0,6,261,327,1
1,6,48,165,1
1,6,106,69,1
0,6,95,499,1
1,6,166,46,1
1,6,65,44,1
1,6,57,21,1
0,6,66,66,1
0,6,111,31,1
0,6,190,232,1
0,6,77,205,1
1,6,247,126,1
0,6,146,439,1
1,6,630,30,1
0,6,65,625,1
1,6,402,10,1
1,7,37,117,1
1,6,88,79,1
0,5,588,427,1
1,6,332,194,1
1,6,319,423,1
1,7,69,10,1
0,6,548,44,1
1,6,124,334,1
1,6,114,224,1
0,6,82,631,1
1,6,42,251,1
0,6,319,179,1
0,6,37,274,1
